7.186620,6.685138,6.176923,5.711611,5.306427,4.970719,4.730919,4.576154,4.461994,4.441936,4.417680,4.458880,4.536927,4.564173,4.614189,4.625044,4.614339,4.598635,4.544392,4.479744,4.393926,4.302836,4.200974,4.100946,3.975727,3.894733,3.801485,3.730769,3.665262,3.644266,3.622802,3.613864,3.625043,3.663069,3.701478,3.752090,3.803236,3.892756,3.959386,3.999391,4.046184,4.053521,4.042739,4.019522,3.996749,4.017941,4.072924,4.147471,4.269223,4.405402
6.607439,6.111915,5.666383,5.240074,4.885776,4.632720,4.454173,4.349598,4.282577,4.296094,4.299623,4.361904,4.410472,4.467971,4.501275,4.478769,4.455980,4.405653,4.352212,4.246756,4.132193,4.032864,3.913884,3.794463,3.688685,3.612594,3.518560,3.469332,3.455882,3.437998,3.444042,3.466355,3.525712,3.575076,3.645721,3.727728,3.815866,3.898798,3.981926,4.053089,4.102143,4.108286,4.096469,4.047474,4.020784,4.008617,4.038487,4.090864,4.225737,4.377615
6.093577,5.627113,5.201301,4.851905,4.544053,4.347903,4.227123,4.174809,4.165368,4.181747,4.213137,4.294999,4.338814,4.375643,4.381761,4.353744,4.278179,4.186322,4.099480,3.950967,3.840797,3.697024,3.553918,3.435114,3.346710,3.255270,3.179853,3.140931,3.153307,3.172861,3.208182,3.275532,3.353064,3.442603,3.539852,3.628573,3.740542,3.858814,3.965020,4.059088,4.121239,4.151001,4.137215,4.096461,4.037701,4.016495,4.011425,4.069501,4.197217,4.354059
5.622104,5.199989,4.833412,4.532011,4.308992,4.149333,4.080408,4.046126,4.069617,4.121229,4.169515,4.227162,4.261286,4.269764,4.229737,4.159475,4.055375,3.927427,3.784569,3.629091,3.472320,3.283806,3.152476,3.026902,2.920835,2.838099,2.799193,2.797225,2.791669,2.853728,2.920692,3.002752,3.116239,3.243374,3.369466,3.501607,3.632204,3.762378,3.915930,4.023336,4.119297,4.147914,4.165115,4.134481,4.068951,4.026876,4.005526,4.066638,4.188013,4.340088
5.208116,4.823898,4.520906,4.270869,4.097552,4.002035,3.970618,3.979904,4.010069,4.065683,4.120059,4.155576,4.186401,4.132953,4.071710,3.936633,3.774541,3.593208,3.439110,3.225590,3.045827,2.851679,2.712557,2.580383,2.484397,2.410770,2.390109,2.400194,2.428972,2.496409,2.597888,2.694506,2.835550,2.976980,3.116093,3.289760,3.456240,3.633378,3.766404,3.919624,4.043944,4.117430,4.146002,4.137849,4.076379,4.028005,4.022886,4.078714,4.180959,4.342100
4.829359,4.509870,4.256913,4.066434,3.956345,3.907098,3.891933,3.925571,3.970164,4.039215,4.075977,4.089206,4.068361,3.985814,3.865248,3.677904,3.451117,3.238467,3.009310,2.794979,2.596825,2.418443,2.271409,2.147469,2.067264,2.023618,1.996903,2.016774,2.067186,2.135497,2.253469,2.367710,2.516045,2.683188,2.852122,3.016846,3.226508,3.414302,3.598066,3.768497,3.919880,4.034881,4.096016,4.102907,4.072389,4.059494,4.062993,4.111018,4.215569,4.374564
4.513755,4.244269,4.036301,3.910186,3.838077,3.822249,3.836795,3.873190,3.928077,3.963992,4.001698,3.989563,3.929505,3.790761,3.614425,3.378981,3.106882,2.858575,2.607623,2.360935,2.162501,1.988447,1.855498,1.747893,1.671621,1.639523,1.640837,1.668088,1.729424,1.817136,1.914193,2.051621,2.191626,2.371214,2.538759,2.741022,2.942244,3.142427,3.371021,3.573984,3.747674,3.894577,3.976612,4.040475,4.052330,4.070134,4.101275,4.175377,4.280521,4.455297
4.253194,4.032792,3.892058,3.798407,3.772266,3.770341,3.806443,3.844943,3.890475,3.919012,3.912140,3.875216,3.756370,3.590227,3.351046,3.073581,2.759248,2.458064,2.197931,1.980144,1.776807,1.626104,1.499564,1.402979,1.353367,1.316904,1.332020,1.361375,1.418880,1.486185,1.599224,1.728484,1.879716,2.044733,2.211769,2.418009,2.636684,2.865709,3.093065,3.334831,3.554691,3.726070,3.839674,3.951002,4.028919,4.080208,4.153816,4.251618,4.394235,4.562687
4.036958,3.874767,3.764865,3.729724,3.708620,3.719295,3.759939,3.800102,3.834885,3.846854,3.814771,3.720261,3.582536,3.327094,3.061108,2.736937,2.412185,2.120001,1.854855,1.627735,1.442757,1.311667,1.198708,1.122943,1.077497,1.058799,1.067048,1.080700,1.149573,1.223417,1.322170,1.435866,1.573495,1.729148,1.905152,2.102248,2.326650,2.561962,2.802530,3.056996,3.310637,3.525392,3.697166,3.848420,3.962166,4.080857,4.216192,4.360983,4.519892,4.712181
3.859456,3.738294,3.677600,3.668643,3.678838,3.698686,3.734318,3.750206,3.766364,3.728446,3.669103,3.557435,3.357116,3.082638,2.751163,2.403917,2.080062,1.768973,1.527094,1.321890,1.159266,1.044108,0.958286,0.879579,0.851727,0.834785,0.847472,0.860785,0.903456,0.980227,1.058731,1.174544,1.296356,1.435495,1.600937,1.794219,2.012720,2.247866,2.494926,2.783580,3.063456,3.294221,3.523633,3.711185,3.904123,4.079424,4.266061,4.465828,4.660884,4.875636
