-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184,-0.959184
-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367,-0.918367
-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551,-0.877551
-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735,-0.836735
-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918,-0.795918
-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102,-0.755102
-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286,-0.714286
-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469,-0.673469
-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653,-0.632653
-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837,-0.591837
-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020,-0.551020
-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204,-0.510204
-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388,-0.469388
-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571,-0.428571
